edad,abandono,viajes,departamento,distancia_casa,educacion,carrera,id,satisfaccion_entorno,implicacion,nivel_laboral,puesto,satisfaccion_trabajo,estado_civil,salario_mes,num_empresas_anteriores,horas_extra,incremento_salario_porc,evaluacion,satisfaccion_companeros,nivel_acciones,anos_experiencia,num_formaciones_ult_ano,anos_compania,anos_desde_ult_promocion,anos_con_manager_actual,salario_ano,impacto_abandono,scoring_abandono
29,0,Travel_Rarely,Sales,19,Universitaria,Life Sciences,1497,Alta,Media,2,Sales Executive,Media,Divorced,8620,1,No,14,Alta,Alta,2,10,3,10,0,4,103440,21722.399999999998,0.06430684182315137
30,0,Travel_Rarely,Human Resources,1,Universitaria,Life Sciences,1499,Alta,Alta,1,Human Resources,Alta,Divorced,2064,0,No,21,Muy_Alta,Baja,1,6,3,5,1,3,24768,3987.648,0.07863474696857647
55,0,Travel_Rarely,Research & Development,4,Universitaria,Life Sciences,1501,Muy_Alta,Alta,2,Healthcare Representative,Alta,Married,4035,0,Yes,16,Alta,Media,0,4,2,3,1,2,48420,9538.74,0.08732509893998974
33,0,Travel_Rarely,Research & Development,4,Secundaria,Medical,1502,Baja,Media,1,Laboratory Technician,Media,Married,3838,8,No,11,Alta,Muy_Alta,0,8,5,5,0,2,46056,9073.032000000001,0.14135458385879157
47,0,Travel_Rarely,Sales,14,Universitaria,Medical,1503,Alta,Alta,2,Sales Executive,Alta,Married,4591,3,Yes,17,Alta,Alta,1,11,4,5,1,2,55092,11238.768,0.12298708493163528
28,1,Travel_Frequently,Research & Development,2,Secundaria,Medical,1504,Alta,Media,1,Laboratory Technician,Media,Single,2561,7,No,11,Alta,Alta,0,8,2,0,0,0,30732,6054.204000000001,0.7611485225229068
28,0,Travel_Rarely,Research & Development,1,Secundaria,Life Sciences,1506,Baja,Media,1,Research Scientist,Media,Divorced,1563,1,No,14,Alta,Muy_Alta,1,1,2,1,0,0,18756,3019.716,0.12057329598506068
28,0,Travel_Frequently,Sales,7,Universitaria,Life Sciences,1507,Alta,Alta,2,Sales Executive,Alta,Single,4898,0,No,14,Alta,Muy_Alta,0,5,5,4,1,3,58776,11990.304,0.11836550160391614
49,0,Travel_Rarely,Research & Development,3,Secundaria,Medical,1509,Alta,Media,2,Laboratory Technician,Media,Married,4789,4,No,25,Muy_Alta,Baja,1,10,3,3,1,2,57468,11723.472,0.046818264214391926
29,0,Travel_Frequently,Research & Development,2,Universitaria,Life Sciences,1513,Muy_Alta,Alta,1,Laboratory Technician,Alta,Married,3180,0,No,13,Alta,Alta,3,4,3,3,0,2,38160,7517.52,0.05097003626280142
28,0,Travel_Rarely,Research & Development,29,Primaria,Life Sciences,1514,Alta,Baja,2,Manufacturing Director,Baja,Married,6549,1,No,14,Alta,Media,2,8,2,8,1,7,78588,16503.48,0.060321612822927605
33,0,Travel_Rarely,Research & Development,8,Universitaria,Life Sciences,1515,Muy_Alta,Alta,2,Healthcare Representative,Alta,Single,6388,2,Yes,17,Alta,Baja,0,14,6,0,0,0,76656,16097.76,0.1334786689444721
32,0,Travel_Rarely,Research & Development,10,Universitaria,Medical,1516,Alta,Alta,3,Manager,Alta,Single,11244,2,No,25,Muy_Alta,Media,0,10,5,5,0,0,134928,28334.879999999997,0.07400273296067895
54,0,Travel_Frequently,Research & Development,11,Universitaria,Medical,1520,Media,Alta,4,Manager,Alta,Divorced,16032,3,No,20,Muy_Alta,Baja,1,26,2,14,1,12,192384,40400.64,0.01393966448277601
29,1,Travel_Rarely,Research & Development,1,Secundaria,Technical Degree,1522,Baja,Media,1,Research Scientist,Media,Single,2362,6,No,13,Alta,Alta,0,11,2,9,0,7,28344,4563.384,0.7099077911573015
44,0,Travel_Rarely,Research & Development,28,Universitaria,Life Sciences,1523,Muy_Alta,Alta,4,Research Director,Alta,Married,16328,3,No,13,Alta,Alta,1,24,1,20,14,17,195936,41146.56,0.007761526027492804
39,0,Travel_Rarely,Research & Development,6,Universitaria,Life Sciences,1525,Media,Alta,3,Manufacturing Director,Alta,Single,8376,4,No,18,Alta,Muy_Alta,0,9,3,2,2,2,100512,21107.52,0.02582281795498825
46,0,Travel_Rarely,Sales,3,Universitaria,Life Sciences,1527,Alta,Alta,4,Manager,Alta,Married,16606,8,No,12,Alta,Muy_Alta,1,23,2,13,5,1,199272,41847.119999999995,0.012288922652515341
35,0,Travel_Rarely,Research & Development,16,Secundaria,Life Sciences,1529,Muy_Alta,Media,3,Healthcare Representative,Media,Single,8606,1,No,19,Alta,Muy_Alta,0,11,3,11,3,3,103272,21687.12,0.025178554008465043
23,0,Travel_Rarely,Research & Development,20,Universitaria,Life Sciences,1533,Baja,Alta,2,Laboratory Technician,Alta,Single,2272,0,No,14,Alta,Media,0,5,2,4,1,2,27264,4389.504,0.14350944621819553
40,1,Travel_Rarely,Research & Development,9,Universitaria,Life Sciences,1534,Muy_Alta,Alta,1,Laboratory Technician,Alta,Single,2018,3,No,14,Alta,Media,0,15,3,5,1,0,24216,3898.7760000000003,0.5628044598414874
34,0,Travel_Rarely,Sales,1,Secundaria,Technical Degree,1535,Muy_Alta,Media,3,Sales Executive,Media,Married,7083,1,Yes,14,Alta,Muy_Alta,0,10,3,10,8,6,84996,17849.16,0.09764429071936326
31,1,Travel_Frequently,Research & Development,3,Universitaria,Life Sciences,1537,Muy_Alta,Alta,1,Research Scientist,Alta,Single,4084,1,No,12,Alta,Baja,0,7,2,7,7,7,49008,9654.576000000001,0.4772999648522257
50,0,Travel_Frequently,Research & Development,22,Universitaria,Medical,1539,Alta,Baja,4,Research Director,Alta,Single,14411,1,Yes,13,Alta,Muy_Alta,0,32,2,32,13,9,172932,36315.72,0.17065827724950355
34,0,Travel_Rarely,Sales,7,Universitaria,Technical Degree,1541,Media,Alta,1,Sales Representative,Alta,Married,2308,0,Yes,25,Muy_Alta,Media,1,12,4,11,5,7,27696,4459.0560000000005,0.3130009897700688
42,0,Travel_Rarely,Research & Development,2,Secundaria,Medical,1542,Alta,Media,1,Laboratory Technician,Media,Married,4841,4,No,14,Alta,Media,1,4,3,1,0,0,58092,11850.768,0.04849337613139308
37,0,Travel_Rarely,Research & Development,13,Universitaria,Medical,1543,Baja,Alta,2,Research Scientist,Alta,Married,4285,1,No,17,Alta,Baja,0,10,2,10,3,7,51420,10489.679999999998,0.07086635369264879
29,0,Travel_Rarely,Research & Development,8,Primaria,Other,1544,Alta,Baja,2,Healthcare Representative,Baja,Married,9715,3,No,13,Alta,Alta,1,9,3,7,0,7,116580,24481.8,0.10581437292978674
33,0,Travel_Rarely,Research & Development,25,Secundaria,Life Sciences,1545,Muy_Alta,Media,2,Manufacturing Director,Media,Single,4320,1,No,13,Alta,Muy_Alta,0,5,2,5,0,2,51840,10575.359999999999,0.0523073583766702
45,0,Travel_Rarely,Research & Development,28,Universitaria,Technical Degree,1546,Muy_Alta,Alta,1,Research Scientist,Alta,Married,2132,4,No,20,Muy_Alta,Muy_Alta,1,8,3,5,0,3,25584,4119.024,0.05609878799865808
42,0,Travel_Frequently,Research & Development,2,Universitaria,Life Sciences,1547,Muy_Alta,Alta,3,Healthcare Representative,Alta,Married,10124,2,Yes,14,Alta,Alta,1,24,3,20,13,9,121488,25512.48,0.039211795941337696
40,0,Travel_Rarely,Sales,9,Universitaria,Medical,1548,Baja,Alta,2,Sales Executive,Alta,Married,5473,0,No,12,Alta,Muy_Alta,0,9,5,8,7,1,65676,13397.903999999999,0.12996480237188737
33,0,Travel_Rarely,Research & Development,28,Universitaria,Life Sciences,1549,Media,Alta,2,Laboratory Technician,Alta,Married,5207,1,Yes,12,Alta,Media,1,15,3,15,5,7,62484,12746.735999999999,0.024838815360412818
40,0,Travel_Rarely,Human Resources,6,Universitaria,Medical,1550,Alta,Alta,4,Manager,Alta,Single,16437,1,Yes,21,Muy_Alta,Muy_Alta,0,21,2,21,7,7,197244,41421.24,0.2242133324004329
24,0,Travel_Rarely,Research & Development,21,Secundaria,Technical Degree,1551,Alta,Media,1,Laboratory Technician,Media,Divorced,2296,0,No,14,Alta,Media,3,2,3,1,0,0,27552,4435.872,0.3597368099809094
40,0,Non-Travel,Research & Development,8,Universitaria,Life Sciences,1552,Muy_Alta,Alta,2,Healthcare Representative,Alta,Divorced,4069,3,Yes,18,Alta,Alta,0,8,2,2,2,2,48828,9619.116,0.0602264319349319
45,0,Travel_Rarely,Research & Development,1,Universitaria,Technical Degree,1553,Baja,Alta,3,Healthcare Representative,Alta,Divorced,7441,1,No,12,Alta,Baja,3,10,4,10,7,7,89292,18751.32,0.05639580997069909
35,0,Travel_Rarely,Sales,28,Secundaria,Life Sciences,1554,Media,Media,1,Sales Representative,Media,Married,2430,0,No,23,Muy_Alta,Baja,2,6,5,5,4,2,29160,4694.76,0.23066581957113644
32,0,Travel_Rarely,Research & Development,5,Secundaria,Life Sciences,1555,Muy_Alta,Media,2,Research Scientist,Media,Married,5878,3,No,12,Alta,Baja,1,12,2,7,2,5,70536,14389.344,0.043102390835797644
36,0,Travel_Rarely,Sales,2,Universitaria,Life Sciences,1556,Alta,Alta,1,Sales Representative,Alta,Single,2644,3,Yes,21,Muy_Alta,Muy_Alta,0,7,3,3,1,2,31728,6250.416,0.22319929817894238
48,0,Travel_Rarely,Sales,16,Universitaria,Life Sciences,1557,Alta,Alta,2,Sales Executive,Alta,Divorced,6439,8,No,14,Alta,Alta,1,18,2,8,7,7,77268,16226.279999999999,0.05572335595323892
29,0,Travel_Rarely,Research & Development,9,Master,Life Sciences,1558,Alta,Muy_Alta,1,Research Scientist,Muy_Alta,Married,2451,6,No,18,Alta,Baja,2,5,2,1,0,0,29412,4735.332,0.13741293777812633
33,0,Travel_Rarely,Sales,8,Universitaria,Life Sciences,1560,Baja,Alta,2,Sales Executive,Alta,Married,6392,2,No,13,Alta,Muy_Alta,1,8,6,2,2,2,76704,16107.84,0.10413070712399197
30,1,Travel_Rarely,Sales,1,Secundaria,Life Sciences,1562,Media,Media,2,Sales Executive,Alta,Married,9714,1,No,11,Alta,Muy_Alta,1,10,4,10,6,7,116568,24479.28,0.4131043141049748
38,0,Travel_Frequently,Human Resources,10,Universitaria,Human Resources,1563,Alta,Alta,2,Human Resources,Alta,Married,6077,3,No,11,Alta,Alta,0,10,2,6,1,2,72924,14876.496,0.09851604333253583
35,0,Travel_Rarely,Research & Development,1,Universitaria,Medical,1564,Muy_Alta,Media,1,Laboratory Technician,Media,Single,2450,1,No,19,Alta,Media,0,3,3,3,1,2,29400,4733.400000000001,0.06471151568599363
30,0,Travel_Rarely,Sales,29,Universitaria,Technical Degree,1568,Alta,Alta,3,Sales Executive,Alta,Married,9250,3,No,12,Alta,Media,1,9,3,4,1,3,111000,23310.0,0.04307956515209163
35,1,Travel_Rarely,Research & Development,2,Universitaria,Life Sciences,1569,Baja,Alta,1,Laboratory Technician,Alta,Divorced,2074,1,Yes,12,Alta,Muy_Alta,1,1,2,1,0,0,24888,4006.9680000000003,0.36605952380952383
53,1,Travel_Rarely,Research & Development,2,Secundaria,Technical Degree,1572,Alta,Media,3,Manufacturing Director,Media,Married,10169,0,No,16,Alta,Media,1,34,4,33,1,9,122028,25625.879999999997,0.5407939383656217
38,1,Travel_Rarely,Research & Development,2,Universitaria,Medical,1573,Alta,Alta,2,Manufacturing Director,Alta,Married,4855,4,No,11,Alta,Baja,2,7,2,5,1,4,58260,11885.039999999999,0.04471458518744538
32,0,Non-Travel,Research & Development,1,Universitaria,Technical Degree,1574,Muy_Alta,Alta,2,Research Scientist,Alta,Married,4087,4,No,14,Alta,Media,1,9,3,6,1,2,49044,9661.668,0.021616695225670023
48,0,Travel_Rarely,Research & Development,15,Universitaria,Other,1576,Alta,Alta,1,Research Scientist,Alta,Married,2367,8,No,12,Alta,Muy_Alta,1,10,3,8,7,6,28404,4573.044,0.14568538504658854
34,0,Travel_Rarely,Research & Development,7,Universitaria,Medical,1577,Baja,Alta,1,Research Scientist,Alta,Single,2972,1,No,13,Alta,Alta,0,1,4,1,0,0,35664,7025.808,0.16045062202202343
55,0,Travel_Rarely,Sales,26,Secundaria,Marketing,1578,Alta,Media,5,Manager,Media,Married,19586,1,No,21,Muy_Alta,Alta,1,36,3,36,2,13,235032,49356.72,0.2150253270003365
34,0,Travel_Rarely,Research & Development,1,Universitaria,Life Sciences,1580,Media,Alta,2,Research Scientist,Alta,Married,5484,9,No,17,Alta,Media,1,9,3,2,2,1,65808,13424.831999999999,0.06816338609918744
26,0,Travel_Rarely,Research & Development,3,Universitaria,Life Sciences,1581,Baja,Alta,1,Research Scientist,Alta,Married,2061,1,No,21,Muy_Alta,Baja,0,1,5,1,0,0,24732,3981.8520000000003,0.30687780862902714
38,0,Travel_Rarely,Sales,14,Universitaria,Life Sciences,1582,Alta,Alta,2,Sales Executive,Alta,Married,9924,0,No,11,Alta,Muy_Alta,1,10,3,9,7,7,119088,25008.48,0.06394532351314142
38,0,Travel_Rarely,Sales,16,Universitaria,Life Sciences,1583,Media,Alta,2,Sales Executive,Alta,Single,4198,2,No,12,Alta,Media,0,8,5,3,1,2,50376,10276.704,0.0700147933663564
36,0,Travel_Rarely,Sales,1,Universitaria,Life Sciences,1585,Media,Alta,2,Sales Executive,Alta,Single,6815,6,No,13,Alta,Baja,0,15,5,1,0,0,81780,17173.8,0.22362143197585013
29,0,Travel_Rarely,Research & Development,3,Universitaria,Medical,1586,Media,Alta,1,Laboratory Technician,Alta,Single,4723,1,Yes,18,Alta,Muy_Alta,0,10,3,10,1,5,56676,11561.903999999999,0.14112142926906465
35,0,Travel_Rarely,Research & Development,10,Universitaria,Medical,1587,Baja,Alta,2,Healthcare Representative,Alta,Single,6142,3,Yes,16,Alta,Alta,0,10,4,5,0,4,73704,15035.615999999998,0.06262890492122851
39,0,Travel_Rarely,Sales,6,Master,Medical,1588,Muy_Alta,Muy_Alta,3,Sales Executive,Muy_Alta,Married,8237,2,No,11,Alta,Baja,1,11,3,7,7,6,98844,20757.239999999998,0.023617366607341313
29,0,Travel_Frequently,Research & Development,2,Universitaria,Life Sciences,1590,Baja,Alta,2,Healthcare Representative,Alta,Divorced,8853,1,No,19,Alta,Muy_Alta,1,6,0,6,1,3,106236,22309.559999999998,0.03099600280186756
50,0,Travel_Rarely,Sales,9,Universitaria,Marketing,1591,Alta,Alta,5,Manager,Alta,Married,19331,4,Yes,16,Alta,Alta,1,27,2,1,0,0,231972,48714.119999999995,0.019411185190206137
23,0,Travel_Rarely,Research & Development,10,Master,Technical Degree,1592,Muy_Alta,Muy_Alta,1,Research Scientist,Muy_Alta,Married,2073,2,No,16,Alta,Muy_Alta,1,4,2,2,2,2,24876,4005.036,0.0627796370850253
36,0,Travel_Frequently,Research & Development,6,Master,Life Sciences,1594,Baja,Muy_Alta,2,Laboratory Technician,Muy_Alta,Married,5562,3,Yes,13,Alta,Muy_Alta,1,9,3,3,0,2,66744,13615.776,0.10495694462060726
42,0,Travel_Rarely,Research & Development,9,Secundaria,Other,1595,Muy_Alta,Media,5,Manager,Media,Single,19613,8,No,22,Muy_Alta,Muy_Alta,0,24,2,1,0,1,235356,49424.759999999995,0.05205113927244884
35,0,Travel_Rarely,Research & Development,28,Master,Life Sciences,1596,Media,Muy_Alta,2,Laboratory Technician,Muy_Alta,Married,3407,1,No,17,Alta,Muy_Alta,2,10,3,10,6,8,40884,8054.148,0.03457567810265743
34,0,Travel_Frequently,Research & Development,10,Secundaria,Technical Degree,1597,Muy_Alta,Media,2,Healthcare Representative,Media,Married,5063,1,No,14,Alta,Media,1,8,3,8,7,7,60756,12394.223999999998,0.062295114810559465
40,0,Travel_Rarely,Sales,14,Universitaria,Life Sciences,1598,Muy_Alta,Alta,2,Sales Executive,Alta,Married,4639,1,No,15,Alta,Alta,1,5,2,5,1,2,55668,11356.271999999999,0.037921225481913026
43,0,Travel_Rarely,Research & Development,27,Master,Technical Degree,1599,Muy_Alta,Muy_Alta,1,Laboratory Technician,Muy_Alta,Divorced,4876,5,No,12,Alta,Alta,1,8,0,6,0,2,58512,11936.447999999999,0.1285158400331193
35,0,Travel_Rarely,Research & Development,7,Secundaria,Life Sciences,1601,Alta,Media,1,Laboratory Technician,Media,Married,2690,1,No,18,Alta,Muy_Alta,1,1,5,1,0,1,32280,6359.16,0.03844521984103346
46,0,Travel_Rarely,Sales,1,Master,Life Sciences,1602,Muy_Alta,Muy_Alta,4,Manager,Muy_Alta,Single,17567,1,No,15,Alta,Media,0,27,5,26,0,12,210804,44268.84,0.02152238006383708
28,1,Travel_Rarely,Research & Development,24,Universitaria,Medical,1604,Alta,Alta,1,Laboratory Technician,Alta,Married,2408,1,Yes,17,Alta,Alta,3,1,3,1,0,0,28896,4652.256,0.8639139822595705
22,0,Non-Travel,Research & Development,26,Secundaria,Other,1605,Media,Media,1,Research Scientist,Media,Married,2814,1,Yes,14,Alta,Media,0,4,2,4,1,3,33768,6652.296,0.18237703435789115
50,0,Travel_Frequently,Research & Development,20,Universitaria,Medical,1606,Media,Alta,4,Healthcare Representative,Alta,Married,11245,2,Yes,15,Alta,Alta,1,32,3,30,12,13,134940,28337.399999999998,0.037885283926762374
32,0,Travel_Rarely,Research & Development,5,Master,Other,1607,Media,Muy_Alta,1,Research Scientist,Muy_Alta,Married,3312,3,No,17,Alta,Muy_Alta,2,6,3,3,0,2,39744,7829.568,0.025039376609242155
44,0,Travel_Rarely,Research & Development,7,Universitaria,Medical,1608,Media,Alta,5,Research Director,Alta,Divorced,19049,0,Yes,14,Alta,Muy_Alta,1,23,4,22,1,10,228588,48003.479999999996,0.01803904324152107
30,0,Travel_Rarely,Research & Development,7,Secundaria,Medical,1609,Media,Media,1,Research Scientist,Media,Married,2141,1,No,12,Alta,Media,1,6,3,6,1,1,25692,4136.412,0.1144439654619922
45,0,Travel_Rarely,Research & Development,5,Primaria,Medical,1611,Alta,Baja,2,Laboratory Technician,Baja,Single,5769,1,Yes,14,Alta,Baja,0,10,3,10,1,4,69228,14122.511999999999,0.2259101430179017
45,0,Non-Travel,Sales,26,Secundaria,Marketing,1612,Baja,Media,2,Sales Executive,Media,Married,4385,1,No,15,Alta,Baja,1,10,2,10,4,5,52620,10734.48,0.05202072250461638
31,0,Travel_Frequently,Sales,2,Universitaria,Other,1613,Muy_Alta,Alta,2,Sales Executive,Alta,Single,5332,7,No,13,Alta,Muy_Alta,0,10,3,5,0,3,63984,13052.735999999999,0.07272700430521652
36,0,Travel_Rarely,Research & Development,12,Universitaria,Life Sciences,1614,Alta,Alta,2,Manufacturing Director,Alta,Married,4663,9,Yes,12,Alta,Media,2,7,2,3,1,1,55956,11415.024,0.19970920280219734
34,0,Travel_Frequently,Research & Development,10,Master,Life Sciences,1615,Alta,Muy_Alta,2,Manufacturing Director,Muy_Alta,Divorced,4724,1,No,13,Alta,Baja,1,9,3,9,7,2,56688,11564.351999999999,0.038881351217928045
49,0,Travel_Rarely,Research & Development,25,Universitaria,Life Sciences,1617,Alta,Alta,1,Laboratory Technician,Alta,Married,3211,1,No,14,Alta,Muy_Alta,1,10,3,9,1,4,38532,7590.804,0.03194865844541887
39,0,Travel_Rarely,Research & Development,10,Universitaria,Medical,1618,Media,Alta,2,Manufacturing Director,Alta,Married,5377,2,No,13,Alta,Muy_Alta,3,10,3,7,7,7,64524,13162.895999999999,0.04979789263516356
27,0,Travel_Rarely,Research & Development,19,Secundaria,Other,1619,Muy_Alta,Media,1,Laboratory Technician,Media,Divorced,4066,1,No,11,Alta,Baja,2,7,3,7,0,7,48792,9612.024000000001,0.05238606736816828
35,0,Travel_Rarely,Research & Development,18,Master,Life Sciences,1621,Media,Muy_Alta,2,Research Scientist,Muy_Alta,Married,5208,1,No,11,Alta,Muy_Alta,0,16,2,16,1,10,62496,12749.184,0.04292701256251591
28,0,Travel_Rarely,Research & Development,27,Primaria,Medical,1622,Media,Baja,2,Manufacturing Director,Baja,Divorced,4877,0,No,21,Muy_Alta,Media,1,6,5,5,0,0,58524,11938.895999999999,0.0588110368242843
21,0,Travel_Rarely,Research & Development,5,Universitaria,Medical,1623,Alta,Alta,1,Research Scientist,Alta,Single,3117,1,No,18,Alta,Alta,0,3,2,2,2,2,37404,7368.588000000001,0.12229656688367108
18,1,Travel_Frequently,Sales,3,Universitaria,Medical,1624,Media,Alta,1,Sales Representative,Alta,Single,1569,1,Yes,12,Alta,Alta,0,0,2,0,0,0,18828,3031.308,0.92
47,0,Travel_Rarely,Human Resources,26,Universitaria,Life Sciences,1625,Muy_Alta,Alta,5,Manager,Alta,Married,19658,3,No,11,Alta,Alta,1,27,2,5,1,0,235896,49538.159999999996,0.020340453107684665
39,0,Travel_Rarely,Research & Development,3,Secundaria,Medical,1627,Alta,Media,2,Laboratory Technician,Media,Divorced,3069,0,No,15,Alta,Muy_Alta,1,11,3,10,0,7,36828,7255.116,0.05253236236821682
40,0,Travel_Rarely,Research & Development,15,Universitaria,Life Sciences,1628,Baja,Alta,3,Manufacturing Director,Alta,Married,10435,1,No,13,Alta,Muy_Alta,2,18,2,18,14,12,125220,26296.2,0.051287402652509265
35,0,Non-Travel,Research & Development,8,Universitaria,Life Sciences,1630,Alta,Alta,2,Healthcare Representative,Alta,Married,4148,1,No,12,Alta,Muy_Alta,1,15,5,14,2,9,49776,9805.872000000001,0.02318914536372906
37,0,Travel_Rarely,Research & Development,19,Universitaria,Life Sciences,1631,Alta,Alta,2,Manufacturing Director,Alta,Married,5768,3,No,17,Alta,Baja,3,9,2,4,0,2,69216,14120.063999999998,0.054884692436737374
39,0,Travel_Frequently,Research & Development,4,Universitaria,Medical,1633,Baja,Alta,2,Manufacturing Director,Alta,Single,5042,0,No,13,Alta,Muy_Alta,0,10,2,9,3,8,60504,12342.815999999999,0.05553091797797583
45,0,Travel_Rarely,Research & Development,2,Secundaria,Other,1635,Muy_Alta,Media,2,Manufacturing Director,Media,Divorced,5770,1,No,19,Alta,Baja,2,10,3,10,3,9,69240,14124.96,0.0138357716863227
38,0,Travel_Rarely,Research & Development,2,Secundaria,Medical,1638,Muy_Alta,Media,3,Manufacturing Director,Media,Married,7756,3,Yes,19,Alta,Muy_Alta,1,10,6,5,0,2,93072,19545.12,0.09234751596299315
35,1,Travel_Rarely,Sales,10,Secundaria,Medical,1639,Muy_Alta,Media,3,Sales Executive,Media,Married,10306,9,No,17,Alta,Alta,0,15,3,13,6,0,123672,25971.12,0.6376852975241133
37,0,Travel_Rarely,Research & Development,10,Universitaria,Medical,1640,Media,Alta,1,Research Scientist,Alta,Married,3936,1,No,11,Alta,Baja,1,8,2,8,7,7,47232,9304.704,0.09371147520752202
40,0,Travel_Rarely,Research & Development,16,Universitaria,Life Sciences,1641,Alta,Alta,3,Manufacturing Director,Alta,Single,7945,6,Yes,15,Alta,Muy_Alta,0,18,2,4,3,3,95340,20021.399999999998,0.1721181973762042
44,0,Travel_Frequently,Human Resources,1,Universitaria,Human Resources,1642,Baja,Alta,2,Human Resources,Alta,Married,5743,4,Yes,11,Alta,Alta,0,14,3,10,0,2,68916,14058.864,0.11155454296660809
48,0,Travel_Frequently,Research & Development,4,Secundaria,Medical,1644,Alta,Media,4,Manager,Media,Married,15202,2,No,25,Muy_Alta,Media,1,23,3,2,2,2,182424,38309.04,0.00409153074982976
35,1,Travel_Rarely,Sales,15,Primaria,Medical,1645,Baja,Baja,2,Sales Executive,Baja,Divorced,5440,6,Yes,14,Alta,Muy_Alta,2,7,2,2,2,2,65280,13317.119999999999,0.29983189291048784
24,0,Travel_Frequently,Research & Development,2,Universitaria,Technical Degree,1646,Baja,Alta,1,Research Scientist,Alta,Single,3760,1,Yes,13,Alta,Alta,0,6,2,6,1,3,45120,8888.640000000001,0.37568705594338014
27,0,Travel_Rarely,Research & Development,8,Universitaria,Medical,1647,Media,Muy_Alta,1,Research Scientist,Muy_Alta,Married,3517,7,No,17,Alta,Baja,0,5,0,3,0,2,42204,8314.188,0.08661105224041091
27,0,Travel_Frequently,Research & Development,2,Universitaria,Medical,1648,Muy_Alta,Alta,1,Research Scientist,Alta,Single,2580,2,No,13,Alta,Alta,0,6,0,4,1,2,30960,6099.12,0.10844482874354375
40,1,Travel_Rarely,Research & Development,7,Universitaria,Life Sciences,1649,Baja,Alta,1,Laboratory Technician,Alta,Single,2166,3,Yes,14,Alta,Media,0,10,3,4,0,3,25992,4184.712,0.7159968513369401
29,0,Travel_Rarely,Sales,10,Secundaria,Medical,1650,Alta,Media,2,Sales Executive,Media,Single,5869,9,No,11,Alta,Alta,0,8,2,5,1,4,70428,14367.312,0.23933306984598418
36,0,Travel_Rarely,Research & Development,5,Universitaria,Life Sciences,1651,Media,Alta,3,Healthcare Representative,Alta,Married,8008,4,No,12,Alta,Alta,2,9,6,3,0,2,96096,20180.16,0.05014956863233975
25,0,Travel_Frequently,Research & Development,2,Master,Life Sciences,1653,Muy_Alta,Muy_Alta,2,Manufacturing Director,Muy_Alta,Divorced,5206,1,No,17,Alta,Alta,2,7,6,7,0,7,62472,12744.287999999999,0.0786168015589922
39,0,Travel_Rarely,Research & Development,12,Universitaria,Medical,1654,Muy_Alta,Alta,2,Manufacturing Director,Alta,Married,5295,4,No,21,Muy_Alta,Alta,0,7,3,5,1,0,63540,12962.16,0.11643353572042717
49,0,Travel_Rarely,Research & Development,22,Universitaria,Other,1655,Baja,Alta,4,Research Director,Alta,Married,16413,3,No,16,Alta,Media,2,27,2,4,1,2,196956,41360.76,0.028666276326700945
50,0,Travel_Rarely,Research & Development,17,Secundaria,Life Sciences,1656,Muy_Alta,Media,3,Research Director,Media,Divorced,13269,5,No,15,Alta,Alta,3,19,3,14,1,11,159228,33437.88,0.023463998023664372
20,0,Travel_Rarely,Sales,2,Universitaria,Medical,1657,Alta,Alta,1,Sales Representative,Alta,Single,2783,1,No,19,Alta,Baja,0,2,3,2,2,2,33396,6579.012000000001,0.2766468944219764
34,0,Travel_Rarely,Research & Development,3,Universitaria,Life Sciences,1658,Muy_Alta,Alta,2,Research Scientist,Alta,Divorced,5433,1,No,12,Alta,Alta,1,11,2,11,7,9,65196,13299.983999999999,0.020335467787673887
36,0,Travel_Rarely,Research & Development,7,Universitaria,Life Sciences,1659,Baja,Alta,1,Laboratory Technician,Alta,Single,2013,2,No,11,Alta,Alta,0,15,4,4,1,3,24156,3889.116,0.21548718378871295
49,0,Travel_Rarely,Research & Development,6,Secundaria,Life Sciences,1661,Alta,Media,4,Healthcare Representative,Media,Married,13966,2,Yes,19,Alta,Media,1,30,3,15,2,12,167592,35194.32,0.006684680530374392
36,0,Non-Travel,Research & Development,1,Secundaria,Medical,1662,Muy_Alta,Media,2,Manufacturing Director,Media,Married,4374,0,No,15,Alta,Alta,0,4,6,3,1,2,52488,10707.552,0.1244973167091913
36,0,Travel_Rarely,Research & Development,3,Master,Life Sciences,1664,Muy_Alta,Muy_Alta,2,Healthcare Representative,Muy_Alta,Divorced,6842,6,No,20,Muy_Alta,Baja,1,13,3,5,0,4,82104,17241.84,0.027539417178515647
54,0,Travel_Rarely,Research & Development,22,Universitaria,Medical,1665,Media,Alta,4,Manager,Alta,Married,17426,3,No,25,Muy_Alta,Alta,1,36,6,10,4,7,209112,43913.52,0.039910036271497334
43,0,Travel_Rarely,Research & Development,15,Secundaria,Life Sciences,1666,Alta,Media,4,Research Director,Media,Married,17603,1,No,24,Muy_Alta,Baja,1,14,3,14,6,11,211236,44359.56,0.021689828103609553
35,1,Travel_Frequently,Sales,12,Universitaria,Other,1667,Muy_Alta,Alta,2,Sales Executive,Alta,Single,4581,3,Yes,24,Muy_Alta,Baja,0,13,2,11,6,7,54972,11214.287999999999,0.6786787937885478
38,0,Travel_Frequently,Research & Development,1,Universitaria,Life Sciences,1668,Muy_Alta,Alta,2,Research Scientist,Alta,Married,4735,7,No,15,Alta,Muy_Alta,2,19,4,13,2,9,56820,11591.279999999999,0.014549437818859595
